Reviewer_Nationality,Review_Date,review,Reviewer_Score,clean_review,neg,neu,pos,compound,sentiment
 United Kingdom ,2017-04-06, The rooms are just to old in need of some refurbishment and more modern   The location ,7.1,room old need refurbishment modern location,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-04-06, rooms are quite dated and beds not that comfy  Good budget hotel very clean and helpful friendly staff,7.9,room quite date bed comfy good budget hotel clean helpful friendly staff,0.0,0.408,0.592,0.891,positive
 United Kingdom ,2017-04-05, Staff receptionist were rude  The look of the hotel was very appealing,6.7,staff receptionist rude look hotel appealing,0.375,0.625,0.0,-0.4588,negative
 United Kingdom ,2017-04-05, lack of places open all night beds were to single bed together to make a double  spa Jacuzzi baths,9.2,lack place open night bed single bed together make double spa jacuzzi bath,0.161,0.839,0.0,-0.3182,negative
 United Kingdom ,2017-04-05, The furniture and decoration was quite dated and in need of repair   Location was really handy for central london,4.2,furniture decoration quite date need repair location really handy central london,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-04-05, No window  Very comfortable quiet and good surroundings,7.5,window comfortable quiet good surroundings,0.0,0.326,0.674,0.7351,positive
 United Kingdom ,2017-04-05, Expensive parking charge  Close to DLR,9.2,expensive park charge close dlr,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-04-05, Breakfast gave me and my friend runs afterwards  Room felt clean and smelt lovely,6.7,breakfast give friend run afterwards room felt clean smelt lovely,0.0,0.419,0.581,0.8658,positive
 United Kingdom ,2017-04-05, Cleaner coming in the bedroom on the last morning around 5 times at early morning  The room,9.6,cleaner come bedroom last morning around time early morning room,0.0,0.841,0.159,0.1779,positive
 United Kingdom ,2017-04-05, Decor is very dated and tired Twin beds were tiny   Excellent location Very friendly staff ,7.1,decor date tired twin bed tiny excellent location friendly staff,0.173,0.417,0.411,0.6124,positive
 United Kingdom ,2017-04-05,  Restaurant staff was great Pizza at Midnight cant ask for more ,9.6,restaurant staff great pizza midnight cant ask,0.0,0.594,0.406,0.6249,positive
 United Kingdom ,2017-04-05, Breakfast not that good   Staff friendly very clean room ,9.6,breakfast good staff friendly clean room,0.0,0.254,0.746,0.8316,positive
 United Kingdom ,2017-04-05, A little noise from other guests Eg Slamming doors drunken shouting  ,9.6,little noise guest eg slam door drunken shout,0.271,0.729,0.0,-0.3818,negative
Other,2017-04-03, All Great  It is impossible to get a room in the same location so luxurious with this Price the Decor of room is Venetian style,10.0,great impossible get room location luxurious price decor room venetian style,0.0,0.709,0.291,0.6249,positive
 United Kingdom ,2017-04-02, Hard beds and room stuffy and no biscuits and no welcoming pack with hotel info  Lifts are poor and one didnt work,6.7,hard bed room stuffy biscuit welcome pack hotel info lifts poor one didnt work,0.243,0.595,0.162,-0.128,negative
 United Kingdom ,2017-03-31, Dated hotel and poor interiors and bad room amenities L   Close to Canary Wharf cbd banks ,2.9,dated hotel poor interior bad room amenity close canary wharf cbd bank,0.398,0.602,0.0,-0.765,negative
 United Kingdom ,2017-03-31, Worst beds ever   Nothing,3.3,bad bed ever nothing,0.538,0.462,0.0,-0.5423,negative
 United Kingdom ,2017-03-31, The hotel has gone down the pan the bed was the worst I ve ever slept on you could feel the springs through the mateess  Not a lot,3.8,hotel go pan bed bad ever slept could feel spring mateess lot,0.241,0.759,0.0,-0.5423,negative
 United Kingdom ,2017-03-31, Horrific Don t   Nothing,3.3,horrific nothing,0.815,0.185,0.0,-0.6597,negative
Other,2017-03-31, Paid wi Fi is a big let down  ,6.3,pay wi fi big let,0.259,0.741,0.0,-0.1027,negative
 United Kingdom ,2017-03-30, Cleanliness  Been there 1000 times nothing wow but it s okay The jacuzzi bath is amazing ,5.8,cleanliness time nothing wow okay jacuzzi bath amazing,0.35,0.369,0.281,0.016,neutral
 United Kingdom ,2017-03-30, Staff were rude especially in the pool area Bar was dirty limited wifi check in was long   Location was great close to tube and canary wharf,5.4,staff rude especially pool area bar dirty limit wifi check long location great close tube canary wharf,0.246,0.583,0.171,-0.2023,negative
 United Kingdom ,2017-03-29, Facilities are tired  Good location,6.3,facility tire good location,0.0,0.508,0.492,0.4404,positive
 United Kingdom ,2017-03-29, The Concierge service was poor and unattended  Well located for Canary Wharf,5.8,concierge service poor unattended well locate canary wharf,0.277,0.536,0.188,-0.25,negative
 United Kingdom ,2017-03-29, Room No window no air condition  Location,4.6,room window air condition location,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-29, Mattress was not good enough thin and uncomfortable Hotel is looking a bit dated but it s ok   Decent value for money ,5.4,mattress good enough thin uncomfortable hotel look bit dated ok decent value money,0.136,0.471,0.393,0.5994,positive
 United Kingdom ,2017-03-28, There was no fridge in the room The evening buffet was mediocre   The bed was comfortable ,6.3,fridge room even buffet mediocre bed comfortable,0.0,0.645,0.355,0.5106,positive
 United Kingdom ,2017-03-27, Room was chabby and dated  Location ease of parking,6.3,room chabby date location ease parking,0.0,0.667,0.333,0.3612,positive
 United Kingdom ,2017-03-27, Car park charge 20 on clear on your site  Large bedrooms,5.8,car park charge clear site large bedroom,0.0,0.698,0.302,0.3818,positive
 United Kingdom ,2017-03-27,  The room was very spacious a little tired but clean ,7.5,room spacious little tired clean,0.325,0.374,0.302,-0.0478,neutral
 United Kingdom ,2017-03-27, Gym and pool not free  Room and service,7.9,gym pool free room service,0.0,0.548,0.452,0.5106,positive
 United Kingdom ,2017-03-27, Room was grubby towels tiny and bed small  Staff welcoming,5.4,room grubby towel tiny bed small staff welcome,0.0,0.7,0.3,0.4588,positive
 United Kingdom ,2017-03-27, room was small tap sink came off very out dated place ,4.2,room small tap sink come dated place,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-27, The room smelled of smoke the Indian restaurant was ok but the guy was unfriendly plus the wine was off ,5.4,room smell smoke indian restaurant ok guy unfriendly plus wine,0.197,0.63,0.173,-0.0772,neutral
Other,2017-03-27, Uncomfortable beds really poor accomodation service Hotel offers nothing good  ,4.2,uncomfortable bed really poor accomodation service hotel offer nothing good,0.545,0.455,0.0,-0.8126,negative
 United Kingdom ,2017-03-27, No Mini bar  Executive double Very comfortable View great Being able to park was great,9.2,mini bar executive double comfortable view great able park great,0.0,0.378,0.622,0.91,positive
 United Kingdom ,2017-03-27,  Short walk to Canary Wharf Station,7.5,short walk canary wharf station,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-27, Health suite  Good breakfast friendly staff clean and comfortable room ,10.0,health suite good breakfast friendly staff clean comfortable room,0.0,0.292,0.708,0.9022,positive
 United Kingdom ,2017-03-27,  The balcony n views,10.0,balcony view,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-27, Bed was uncomfortable Rooms could do with updating d cor is a bit 80 s  Handy location if you re working in Canary Wharf and surrounds ,5.8,bed uncomfortable room could update cor bit handy location work canary wharf surround,0.178,0.822,0.0,-0.3818,negative
 United Kingdom ,2017-03-26, Rooms were not clean towels were dirty   Price,6.7,room clean towel dirty price,0.337,0.349,0.314,-0.0516,neutral
 United Kingdom ,2017-03-25, Outdate decor needs modernising  Compact room clean ,7.1,outdate decor need modernise compact room clean,0.0,0.69,0.31,0.4019,positive
 United Kingdom ,2017-03-25, The hotel was a bit tired but that was reflected in the price I guess ,7.5,hotel bit tired reflected price guess,0.367,0.633,0.0,-0.4404,negative
 United Kingdom ,2017-03-25, The noise of the DLR is ridiculous the bed wasn t very comfortable either so not a good night s sleep  Quite convenient for the tube to the 02,6.7,noise dlr ridiculous bed comfortable either good night sleep quite convenient tube,0.141,0.508,0.35,0.5719,positive
 United Kingdom ,2017-03-25, Hotel is a little bit tired and in need of investment   Very helpful staff,7.5,hotel little bit tire need investment helpful staff,0.0,0.714,0.286,0.4215,positive
 United Kingdom ,2017-03-25,  Really nice and comfortable,9.2,really nice comfortable,0.0,0.13,0.87,0.7698,positive
 United Kingdom ,2017-03-25, very tired and worn hotel all a bit down at heel  ,4.2,tired worn hotel bit heel,0.63,0.37,0.0,-0.6249,negative
 United Kingdom ,2017-03-24, Room was very noisy from clanking of steam pipes  The location is great,6.7,room noisy clank steam pipe location great,0.157,0.463,0.38,0.5267,positive
 United Kingdom ,2017-03-24, They upgraded me to a suite at 1am I had to ask reception to change the room as the iron stairs in the room kept shaking on their own  ,2.9,upgraded suite ask reception change room iron stair room keep shake,0.145,0.855,0.0,-0.1779,negative
Other,2017-03-24, Service en kosten  Lokatie,5.4,service en kosten lokatie,0.0,1.0,0.0,0.0,neutral
Other,2017-03-24, breakfast cold in the room outdated stuff  Bed was fine location was fine,7.1,breakfast cold room outdated stuff bed fine location fine,0.0,0.66,0.34,0.3818,positive
Other,2017-03-24, As a four star hotel I would have expected a mini fridge in the room   The location makes it good money for value,9.0,four star hotel would expect mini fridge room location make good money value,0.0,0.675,0.325,0.6486,positive
 United Kingdom ,2017-03-24, very tired interior of rooms   inexpensive,7.5,tire interior room inexpensive,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-23, Room had no window Room a little basic   Good Value Choice of restaurants Good Service ,7.1,room window room little basic good value choice restaurant good service,0.0,0.52,0.48,0.7491,positive
Other,2017-03-23, Breakfast and bad heating in the room   Clean and large room ,5.8,breakfast bad heating room clean large room,0.312,0.446,0.241,-0.2023,negative
 United Kingdom ,2017-03-23, Bedroom was freezing cold Corridor outside bedroom was littered with chocolate bar wrappers and other litter   Location Large room ,5.8,bedroom freeze cold corridor outside bedroom littered chocolate bar wrapper litter location large room,0.0,0.915,0.085,0.0516,neutral
 United Kingdom ,2017-03-23, Having to pay for wyfi  Plenty to eat pool and sauna,7.9,pay wyfi plenty eat pool sauna,0.219,0.781,0.0,-0.1027,negative
 United Kingdom ,2017-03-21, Small room   The service and staff were all excellen ,10.0,small room service staff excellen,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-21, Beds  Ok,7.5,bed ok,0.0,0.312,0.688,0.296,positive
Other,2017-03-21, The daily free offered WIFI only worked 1 day   Good location,7.5,daily free offer wifi work day good location,0.0,0.492,0.508,0.7351,positive
Other,2017-03-21, Check out time  Location,5.4,check time location,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-20, Nothing  Nice good spacious room Clean all you need for a city break good value for money,10.0,nothing nice good spacious room clean need city break good value money,0.371,0.364,0.265,-0.2603,negative
 United Kingdom ,2017-03-20, Very old fashioned   Clean simple efficient,7.1,old fashion clean simple efficient,0.0,0.353,0.647,0.6705,positive
 United Kingdom ,2017-03-20, Toilet was too close to the door   Bedroom and hallway clean,6.7,toilet close door bedroom hallway clean,0.0,0.649,0.351,0.4019,positive
 United Kingdom ,2017-03-20,  Rooms very clean and spacious we were upgraded free of charge ,8.8,room clean spacious upgraded free charge,0.0,0.4,0.6,0.7184,positive
 United Kingdom ,2017-03-20, Matress was uncomfy too me and some areas a little dated overall very good though ,8.3,matress uncomfy area little date overall good though,0.0,0.726,0.274,0.3892,positive
 United Kingdom ,2017-03-20, Unfriendly staff Gross mushrooms  Good view Comfy bed,5.4,unfriendly staff gross mushroom good view comfy bed,0.415,0.37,0.215,-0.4019,negative
Other,2017-03-20,  Upgraded us for free staff very friendly ,9.6,upgraded free staff friendly,0.0,0.235,0.765,0.7579,positive
 United Kingdom ,2017-03-20, Not enough plugs and not enough condiments  The comfortable bed,8.8,enough plug enough condiment comfortable bed,0.0,0.602,0.398,0.5106,positive
Other,2017-03-20, Room cleaness food   Not much,2.9,room cleaness food much,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-20, charging extra for gym and pool use when staying at the hotel is not good  Easy access and helpful parking ,6.7,charge extra gym pool use stay hotel good easy access helpful parking,0.0,0.511,0.489,0.8225,positive
 United Kingdom ,2017-03-20, The bed was very hard   The location was really good Professional helpful and friendly staff,7.9,bed hard location really good professional helpful friendly staff,0.088,0.315,0.596,0.8425,positive
Other,2017-03-19, Heating was not working   Pretty convenient location and assistive staff ,7.1,heat work pretty convenient location assistive staff,0.0,0.652,0.348,0.4939,positive
 United Kingdom ,2017-03-19, Two singles pushed together and the room was freezing   Clean large room,6.7,two single push together room freeze clean large room,0.0,0.642,0.358,0.4404,positive
Other,2017-03-19, In the room we can use internet only for 20 minutes  Lake view tidy beautiful and friendly receptionist ,9.6,room use internet minute lake view tidy beautiful friendly receptionist,0.0,0.53,0.47,0.7964,positive
 United Kingdom ,2017-03-19, No clear instructions about using the facilities an what I was entitled too  The designs of the room,7.5,clear instruction use facility entitle design room,0.0,0.698,0.302,0.3818,positive
 United Kingdom ,2017-03-19, Nothing  Lovely stay,7.5,nothing lovely stay,0.606,0.394,0.0,-0.4717,negative
Other,2017-03-19, Nothing  Everything,10.0,nothing everything,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-18, Ordered room service Poor quality tasteless and did not eat it I will not have room service again   Room upgraded which was nice ,7.1,ordered room service poor quality tasteless eat room service room upgrade nice,0.195,0.629,0.176,-0.0772,neutral
 United Kingdom ,2017-03-18, a  Window broke noise level high,5.4,window break noise level high,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-18,  Everything being a home from home,10.0,everything home home,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-18, The room was basic and like a barn It was a bit cold when the heating went off  It was convenient for me visiting the estate agent ,7.5,room basic like barn bit cold heating go convenient visit estate agent,0.0,0.815,0.185,0.3612,positive
 United Kingdom ,2017-03-18, the price is expensive and booking system is difficult  ,6.3,price expensive booking system difficult,0.385,0.615,0.0,-0.3612,negative
Other,2017-03-18, Extremely rude staff Wanted to charge me an extra night fir checking out 10min late Don t recommend it to anyone ,2.5,extremely rude staff want charge extra night fir check late recommend anyone,0.201,0.55,0.248,-0.0591,neutral
 United Kingdom ,2017-03-18, You need to pay to use swiming pool and sauna Hotel facilities should be free for hotel guests  ,7.5,need pay use swim pool sauna hotel facility free hotel guest,0.102,0.657,0.241,0.4404,positive
Other,2017-03-17,  Everything was neat and well organised ,10.0,everything neat well organised,0.0,0.282,0.718,0.6249,positive
 United Kingdom ,2017-03-17, The room had no windows The room had no way of controlling the temperature There was no WiFi General tattiness all round ,5.4,room window room way control temperature wifi general tattiness round,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-17, I couldn t close the window and the trains outside were extremely loud ,7.1,close window train outside extremely loud,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-16, Mice running all over the bar   Nothing rooms dirty ,2.5,mouse run bar nothing room dirty,0.0,0.675,0.325,0.3412,positive
 United Kingdom ,2017-03-16, Paid Wifi Same Breakfast Menu   Super clear Room Nice Ambience Good Location,7.1,pay wifi breakfast menu super clear room nice ambience good location,0.071,0.306,0.622,0.8957,positive
 United Kingdom ,2017-03-16, Breakfast was just average   Close to the O2 Lovely old building ,7.9,breakfast average close lovely old building,0.0,0.568,0.432,0.5859,positive
 United Kingdom ,2017-03-16, was very cold inside and a strange smell   the location,6.3,cold inside strange smell location,0.31,0.69,0.0,-0.2023,negative
 United Kingdom ,2017-03-16, Everything  Location,4.2,everything location,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-16,  Dirty carpet and toilet fixtures Was not too good I need money back honestly ,5.0,dirty carpet toilet fixture good need money back honestly,0.196,0.405,0.399,0.4588,positive
 United Kingdom ,2017-03-16, Had to wait for food on offer on buffet display to be replenished Very tired place  Location,5.4,wait food offer buffet display replenish tired place location,0.266,0.734,0.0,-0.4404,negative
Other,2017-03-15, Bed was hard and uncomfortable room temperature was 35 degrees and the concierge had to come up to unscrew my window to open it   Nothing,3.8,bed hard uncomfortable room temperature degrees concierge come unscrew window open nothing,0.286,0.714,0.0,-0.4588,negative
Other,2017-03-15,  The staff was very friendly and the room was very clean and enough large ,10.0,staff friendly room clean enough large,0.0,0.404,0.596,0.7096,positive
 United Kingdom ,2017-03-15, we paid to stay thibk the pool and gym should of come in with that price not had to pay extra ,7.5,pay stay thibk pool gym come price pay extra,0.286,0.714,0.0,-0.2023,negative
 United Kingdom ,2017-03-15, Staff were rude Myriad of additional charges  Not a lot,4.2,staff rude myriad additional charge lot,0.375,0.625,0.0,-0.4588,negative
 United Kingdom ,2017-03-15, Room was too cold Electric kettle was not working  Room was very clean i was impressed It smelled nice too ,8.3,room cold electric kettle work room clean impress smelled nice,0.0,0.455,0.545,0.8126,positive
 United Kingdom ,2017-03-15, Free Wi Fi only 20 min   Value for money,10.0,free wi fi min value money,0.0,0.412,0.588,0.6908,positive
Other,2017-03-14, I asked for a wake up call that was not made   I booked it because it was ideally positioned for the O2 Arena ,9.6,ask wake call make book ideally position arena,0.0,0.714,0.286,0.4215,positive
 United Kingdom ,2017-03-14, Breakfast crowded despite going early doors not most exciting selection of food   Location and room size quaint atmosphere and quiet at night ,7.9,breakfast crowd despite go early door excite selection food location room size quaint atmosphere quiet night,0.0,0.829,0.171,0.4767,positive
 United Kingdom ,2017-03-14, Would give 0 if I could The hotel is not clean at all There was a toe nail on my bed and the whole state of the room was disgusting  ,2.5,would give could hotel clean toe nail bed whole state room disgusting,0.211,0.621,0.168,-0.1779,negative
 United Kingdom ,2017-03-14, Noise from other rooms no proper sound proofing  ,7.1,noise room proper sound proofing,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-14, Everything was good  Good location friendly,8.8,everything good good location friendly,0.0,0.182,0.818,0.8402,positive
 United Kingdom ,2017-03-14, looking a bit tired ,6.7,look bit tired,0.592,0.408,0.0,-0.4404,negative
 United Kingdom ,2017-03-14,  Loved the size of room however they put two double beds together which was uncomfortable ,7.5,love size room however put two double bed together uncomfortable,0.176,0.541,0.284,0.3818,positive
 United Kingdom ,2017-03-14, Needed a revamp ,7.1,need revamp,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-14, The beds were so uncomfortable that my partner ended up staying on the sofa Very over priced  ,4.2,bed uncomfortable partner end stay sofa price,0.302,0.698,0.0,-0.3818,negative
 United Kingdom ,2017-03-13, The mattress was very old and needed replacing Didn t make for the best nights sleep  Location was excellent ,6.7,mattress old need replace make best night sleep location excellent,0.0,0.503,0.497,0.836,positive
 United Kingdom ,2017-03-13, Had to go home   View from the room ,10.0,go home view room,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-13, Nothing  I like the coziness and ambience of the place superb,7.5,nothing like coziness ambience place superb,0.373,0.265,0.362,0.2216,positive
 United Kingdom ,2017-03-13, Bed like a bag of cement hotel looks dated and in need of an overhaul  Location good,5.0,bed like bag cement hotel look date need overhaul location good,0.0,0.625,0.375,0.6597,positive
 United Kingdom ,2017-03-13,  The staff were so friendly and upgraded me to a room with a window,8.3,staff friendly upgrade room window,0.0,0.556,0.444,0.4939,positive
 United Kingdom ,2017-03-13, Paying to park my car  Location,6.7,pay park car location,0.318,0.682,0.0,-0.1027,negative
 United Kingdom ,2017-03-13, Bed was poor and small Not reflected in room pictures Restaurant is tired and needs updating   Good location Staff friendly and helpful ,5.0,bed poor small reflect room picture restaurant tired need update good location staff friendly helpful,0.241,0.402,0.357,0.4404,positive
 United Kingdom ,2017-03-13, Reluctant to give out coffee for room Not many in room 2 And not always decaf or caffeined   Location and distance,7.5,reluctant give coffee room many room always decaf caffeined location distance,0.167,0.833,0.0,-0.25,negative
Other,2017-03-12, Decor is dated guests not worthy of the business district  Free wifi location,3.3,decor date guest worthy business district free wifi location,0.0,0.53,0.47,0.7351,positive
 United Kingdom ,2017-03-12, Facilities are ancient carpets are worn and bed springs hurt  Generously sized rooms,7.9,facility ancient carpet wear bed spring hurt generously size room,0.239,0.563,0.197,-0.1531,negative
 United Kingdom ,2017-03-11,  I didn t have breakfast,9.2,breakfast,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-11, nothing  it was a lovely stay,10.0,nothing lovely stay,0.606,0.394,0.0,-0.4717,negative
 United Kingdom ,2017-03-10, ended up with a silly parking fine when I told the receptionist to take all payments in parking be careful if your going by car no clear signs ,4.6,end silly park fine told receptionist take payment park careful go car clear sign,0.0,0.585,0.415,0.6249,positive
 United Kingdom ,2017-03-09, Mouse in lobby  Good staff,8.8,mouse lobby good staff,0.0,0.333,0.667,0.4588,positive
 United Kingdom ,2017-03-09, Better mattress ,6.7,good mattress,0.0,0.256,0.744,0.4404,positive
 United Kingdom ,2017-03-09, Really need to be refurnished refreshed  Convenieny location Price cheap as compared the other hotel nearby,6.3,really need refurnish refreshed convenieny location price cheap compare hotel nearby,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-09, Filthy  ,4.2,filthy,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-07, too cold in the room no shower prefer a shower cubicle  the view was amazing at night,6.3,cold room shower prefer shower cubicle view amaze night,0.0,0.696,0.304,0.5423,positive
Other,2017-03-07, The wifi in the room  Brilliant service,9.6,wifi room brilliant service,0.0,0.441,0.559,0.5859,positive
 United Kingdom ,2017-03-07, The car park and it s charges  Rate for the car park charge is very high At what you pay for the room the car park must be free,6.3,car park charge rate car park charge high pay room car park must free,0.084,0.719,0.198,0.4404,positive
 United Kingdom ,2017-03-07, Nothing  Fantastic location clean historic good value for money helpful staff ,9.6,nothing fantastic location clean historic good value money helpful staff,0.283,0.273,0.443,0.4438,positive
 United Kingdom ,2017-03-06, Cold shower dirty cloth left in the shower and the cleaner woke us up at 7 45am  ,5.8,cold shower dirty cloth leave shower cleaner wake,0.38,0.463,0.157,-0.34,negative
 United Kingdom ,2017-03-06, Breakfast was abit sparce found the decor in the room very outdated and shabby   The view from the room was great and the entrance hall was very grand,6.3,breakfast abit sparce find decor room outdated shabby view room great entrance hall grand,0.0,0.628,0.372,0.7964,positive
 United Kingdom ,2017-03-06, Paid Wifi and damaged bath Carpet is faded and worn out   Location Staff courtesy easy access to Canary Wharf and DLR Train,6.7,pay wifi damage bath carpet fade worn location staff courtesy easy access canary wharf dlr train,0.293,0.474,0.233,-0.1027,negative
 United Kingdom ,2017-03-06, Everything the hotel is in serious need of modernisation  ,4.2,everything hotel serious need modernisation,0.245,0.755,0.0,-0.0772,neutral
 United Kingdom ,2017-03-06, N A  Overall hotel and price was fabulous,8.8,overall hotel price fabulous,0.0,0.469,0.531,0.5267,positive
Other,2017-03-06, The furnitures are too old  Cleanliness is good and the location is close to the subway station,7.1,furniture old cleanliness good location close subway station,0.0,0.707,0.293,0.4404,positive
 United Kingdom ,2017-03-06, Old dated feel   View was ok ,5.4,old date feel view ok,0.0,0.645,0.355,0.296,positive
 United Kingdom ,2017-03-06, Dirty carpets paid extra for a room with a window to only see construction site   Breakfast was nice with a wide variety to choose from,3.8,dirty carpet pay extra room window see construction site breakfast nice wide variety choose,0.238,0.608,0.155,-0.128,negative
 United Kingdom ,2017-03-06, The breakfast could of been a little hotter ,9.6,breakfast could little hotter,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-06, Building constuction but it will all look amazing once it is finished   It was out of the city so a bit quieter Easy to acess from portsmouth ,10.0,build constuction look amaze finish city bit quiet easy ace portsmouth,0.0,0.584,0.416,0.7506,positive
 United Kingdom ,2017-03-06,  Breakfast was very nice and good selection,10.0,breakfast nice good selection,0.0,0.26,0.74,0.6908,positive
Other,2017-03-06, very unfriendly staff wifi not included in the price ,3.8,unfriendly staff wifi include price,0.385,0.615,0.0,-0.3612,negative
 United Kingdom ,2017-03-05, Nothing  The reception staff are always exceptional at there job customer service for the right reasons ,10.0,nothing reception staff always exceptional job customer service right reason,0.0,1.0,0.0,0.0,neutral
Other,2017-03-05, shower facility in the bathroom poor number of electric plugs in the bedroom and their position  value for money location staff,7.1,shower facility bathroom poor number electric plug bedroom position value money location staff,0.185,0.595,0.22,-0.1027,negative
 United Kingdom ,2017-03-05, Everything  Nothing,3.3,everything nothing,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-05, So old and two single beds make a double bathroom shocking  So dated,3.5,old two single bed make double bathroom shocking date,0.252,0.748,0.0,-0.4019,negative
 United Kingdom ,2017-03-04, The bed and bedding was too ferm for my liking ,9.2,bed bed ferm liking,0.0,0.526,0.474,0.4019,positive
 United Kingdom ,2017-03-04, Waited for bar staff to turn up behind the bar in the afternoon they served then disappeared  Location and reception staff helpful,6.7,waited bar staff turn behind bar afternoon serve disappeared location reception staff helpful,0.121,0.701,0.178,0.2263,positive
 United Kingdom ,2017-03-04, I had dead flys on the top of my room lights   I liked how it had an old fashion look ,6.7,dead fly top room light like old fashion look,0.295,0.411,0.295,-0.25,negative
Other,2017-03-04,  Love this hotel,10.0,love hotel,0.0,0.192,0.808,0.6369,positive
 United Kingdom ,2017-03-03, No complaints  Cheap and cheerful,7.9,complaint cheap cheerful,0.328,0.149,0.522,0.3182,positive
Other,2017-03-03, nothing   Good value for money ,7.9,nothing good value money,0.69,0.31,0.0,-0.5334,negative
 United Kingdom ,2017-03-03, Expensive Old Tired decor Numerous add on costs parking 20quid wifi limited extra cost for swimming pool  It was functional,4.2,expensive old tire decor numerous add cost park wifi limit extra cost swim pool functional,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-03, Construction site next door  Good value for money,7.1,construction site next door good value money,0.0,0.485,0.515,0.6486,positive
Other,2017-03-03, no free wifi only 20minutes mouse crossing the hall  river view from the restaurant very near to Canary Wharf,7.1,free wifi mouse cross hall river view restaurant near canary wharf,0.0,0.752,0.248,0.5106,positive
 United Kingdom ,2017-03-02,  Courteous pleasant and helpful from beginning to end ,9.6,courteous pleasant helpful begin end,0.0,0.175,0.825,0.8555,positive
 United Kingdom ,2017-03-01, Just a shame about the building work going on around the hotel   Very friendly staff Needed extra towels Where bought up to the room within minutes,10.0,shame building work go around hotel friendly staff need extra towel buy room within minute,0.161,0.674,0.166,0.0258,neutral
 United Kingdom ,2017-03-01, Low hanging ceiling light thst i hit my head on swveral times   The view from the room Looking out at the breathtaking sights of london,7.1,low hang ceiling light thst hit head swveral time view room look breathtaking sight london,0.116,0.718,0.166,0.2263,positive
 United Kingdom ,2017-03-01, The bathroom needed redecorating  The room was comfortable and the breakfast was very good,7.1,bathroom need redecorating room comfortable breakfast good,0.0,0.446,0.554,0.7351,positive
 United Kingdom ,2017-03-01, Noisy room made it difficult to sleep  Restaurant open all day,7.5,noisy room make difficult sleep restaurant open day,0.412,0.588,0.0,-0.4939,negative
Other,2017-03-01, Qualit ,5.0,qualit,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-03-01, Breakfast was very poor Room temperature was cold   Good location nice bar,6.7,breakfast poor room temperature cold good location nice bar,0.209,0.405,0.385,0.3818,positive
 United Kingdom ,2017-02-28, A very tired and old hotel in desperate need of modernising ,3.8,tired old hotel desperate need modernise,0.565,0.435,0.0,-0.6369,negative
 United Kingdom ,2017-02-28, could do with more tea coffee and milk in the room ,7.9,could tea coffee milk room,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-27, The spa is very old and only the hall is nice looking   Location is great but nothing else for the price paid for a night ,4.2,spa old hall nice look location great nothing else price pay night,0.0,0.523,0.477,0.8018,positive
 United Kingdom ,2017-02-27, The towels were stained but overall it was pretty clean Internet is not free   The room was big lovely windows with canal view ,7.5,towel stain overall pretty clean internet free room big lovely windows canal view,0.0,0.409,0.591,0.9186,positive
 United Kingdom ,2017-02-26, No free wifi and parking to expensive   Everything,6.7,free wifi park expensive everything,0.0,0.548,0.452,0.5106,positive
 United Kingdom ,2017-02-26, Noise from trains in Upper rooms  Value of money,7.5,noise train upper room value money,0.0,0.676,0.324,0.34,positive
 United Kingdom ,2017-02-26, Bed needs to be a bit more confortable  ,7.5,bed need bit confortable,0.0,1.0,0.0,0.0,neutral
 United Kingdom ,2017-02-25, Staff seem demotivated across the board  Proximity to Canary Wharf and the luxury feel,7.5,staff seem demotivated across board proximity canary wharf luxury feel,0.0,1.0,0.0,0.0,neutral
